sep=,
Group,BinaryPath,GitPath,URL,Name,Description,Language,Stars,Size,PushDate,hasIssues,Forks
typesafehub,/run/media/roy/Data/top1000/typesafehub-config,/run/media/roy/Data/top1000/typesafehub-config,https://github.com/typesafehub/config,config,Configuration library for JVM languages,Java,1979,5373,Wed Jun 01 01:39:31 CEST 2016,true,306
thinkaurelius,/run/media/roy/Data/top1000/thinkaurelius-titan,/run/media/roy/Data/top1000/thinkaurelius-titan,https://github.com/thinkaurelius/titan,titan,Distributed Graph Database,Java,3728,91250,Wed Jun 01 12:28:21 CEST 2016,true,746
siyamed,/run/media/roy/Data/top1000/siyamed-android-shape-imageview,/run/media/roy/Data/top1000/siyamed-android-shape-imageview,https://github.com/siyamed/android-shape-imageview,android-shape-imageview,Custom shaped android imageview components,Java,1310,5617,Sat Apr 09 12:46:12 CEST 2016,true,403
dmytrodanylyk,/run/media/roy/Data/top1000/dmytrodanylyk-circular-progress-button,/run/media/roy/Data/top1000/dmytrodanylyk-circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,circular-progress-button,Android Circular Progress Button,Java,3182,1372,Fri Nov 06 11:27:15 CET 2015,true,844
harism,/run/media/roy/Data/top1000/harism-android_page_curl,/run/media/roy/Data/top1000/harism-android_page_curl,https://github.com/harism/android_page_curl,android_page_curl,An example application for creating page curl/flip effect on Android using OpenGL ES.,Java,1221,4748,Sun May 03 02:30:56 CEST 2015,true,584
LuckyJayce,/run/media/roy/Data/top1000/LuckyJayce-ViewPagerIndicator,/run/media/roy/Data/top1000/LuckyJayce-ViewPagerIndicator,https://github.com/LuckyJayce/ViewPagerIndicator,ViewPagerIndicator,取代android TabHost，实现滑动tab，引导页等效果,Java,800,20058,Thu May 26 04:20:25 CEST 2016,true,335
Ereza,/run/media/roy/Data/top1000/Ereza-CustomActivityOnCrash,/run/media/roy/Data/top1000/Ereza-CustomActivityOnCrash,https://github.com/Ereza/CustomActivityOnCrash,CustomActivityOnCrash,Android library that allows launching a custom activity when your app crashes instead of showing the hated "Unfortunately X has stopped" dialog.,Java,1348,540,Wed Apr 06 05:53:20 CEST 2016,true,244
bingoogolapple,/run/media/roy/Data/top1000/bingoogolapple-BGARefreshLayout-Android,/run/media/roy/Data/top1000/bingoogolapple-BGARefreshLayout-Android,https://github.com/bingoogolapple/BGARefreshLayout-Android,BGARefreshLayout-Android,多种下拉刷新效果、上拉加载更多、可配置自定义头部广告位,Java,1679,22525,Thu May 26 21:13:13 CEST 2016,true,522
facebook,/run/media/roy/Data/top1000/facebook-rebound,/run/media/roy/Data/top1000/facebook-rebound,https://github.com/facebook/rebound,rebound,A Java library that models spring dynamics and adds real world physics to your app. ,Java,3446,24762,Tue May 17 06:35:44 CEST 2016,true,638
pili-engineering,/run/media/roy/Data/top1000/pili-engineering-PLDroidPlayer,/run/media/roy/Data/top1000/pili-engineering-PLDroidPlayer,https://github.com/pili-engineering/PLDroidPlayer,PLDroidPlayer,Pili Live Streaming player SDK for Android RTMP and HLS supported. ,Java,1051,20873,Fri May 06 11:13:03 CEST 2016,true,232
saulmm,/run/media/roy/Data/top1000/saulmm-Android-Material-Examples,/run/media/roy/Data/top1000/saulmm-Android-Material-Examples,https://github.com/saulmm/Android-Material-Examples,Android-Material-Examples,Little bites of Material Design,Java,2313,1194,Tue Apr 19 11:14:57 CEST 2016,true,705
swissonid,/run/media/roy/Data/top1000/swissonid-android-design-support-lib-sample,/run/media/roy/Data/top1000/swissonid-android-design-support-lib-sample,https://github.com/swissonid/android-design-support-lib-sample,android-design-support-lib-sample,Just Sample how to use the android design support lib,Java,854,6301,Thu Oct 01 08:16:17 CEST 2015,true,145
maoruibin,/run/media/roy/Data/top1000/maoruibin-TranslateApp,/run/media/roy/Data/top1000/maoruibin-TranslateApp,https://github.com/maoruibin/TranslateApp,TranslateApp,A translations app without interruptionscopy words and translate directlyshow result by top view.,Java,821,509,Fri Apr 22 09:31:26 CEST 2016,true,165
joyoyao,/run/media/roy/Data/top1000/joyoyao-superCleanMaster,/run/media/roy/Data/top1000/joyoyao-superCleanMaster,https://github.com/joyoyao/superCleanMaster,superCleanMaster,一键清理 开源版，包括内存加速，缓存清理，自启管理，软件管理等。,Java,798,11946,Fri Apr 24 11:44:52 CEST 2015,true,422
tumblr,/run/media/roy/Data/top1000/tumblr-Backboard,/run/media/roy/Data/top1000/tumblr-Backboard,https://github.com/tumblr/Backboard,Backboard,A motion-driven animation framework for Android.,Java,1238,256,Mon May 02 18:49:41 CEST 2016,true,126
vekexasia,/run/media/roy/Data/top1000/vekexasia-android-edittext-validator,/run/media/roy/Data/top1000/vekexasia-android-edittext-validator,https://github.com/vekexasia/android-edittext-validator,android-edittext-validator,Android form edit text is an extension of EditText that brings data validation facilities to the edittext.,Java,1056,468,Tue Oct 13 08:17:06 CEST 2015,true,364
alamkanak,/run/media/roy/Data/top1000/alamkanak-Android-Week-View,/run/media/roy/Data/top1000/alamkanak-Android-Week-View,https://github.com/alamkanak/Android-Week-View,Android-Week-View,Android Week View is an android library to display calendars (week view or day view) within the app. It supports custom styling.,Java,1713,1151,Tue May 31 09:27:08 CEST 2016,true,560
arimorty,/run/media/roy/Data/top1000/arimorty-floatingsearchview,/run/media/roy/Data/top1000/arimorty-floatingsearchview,https://github.com/arimorty/floatingsearchview,floatingsearchview,A search view that implements a floating search bar also known as persistent search,Java,1095,7655,Tue May 31 01:46:59 CEST 2016,true,211
kyleduo,/run/media/roy/Data/top1000/kyleduo-SwitchButton,/run/media/roy/Data/top1000/kyleduo-SwitchButton,https://github.com/kyleduo/SwitchButton,SwitchButton,A cute widget of Switch Button for  you to create beautiful and friendly UI.,Java,1807,9771,Tue May 24 16:34:48 CEST 2016,true,416
go-lang-plugin-org,/run/media/roy/Data/top1000/go-lang-plugin-org-go-lang-idea-plugin,/run/media/roy/Data/top1000/go-lang-plugin-org-go-lang-idea-plugin,https://github.com/go-lang-plugin-org/go-lang-idea-plugin,go-lang-idea-plugin,Google Go language IDE built using the IntelliJ Platform,Java,3406,61271,Wed Jun 01 01:22:02 CEST 2016,true,400
bazelbuild,/run/media/roy/Data/top1000/bazelbuild-bazel,/run/media/roy/Data/top1000/bazelbuild-bazel,https://github.com/bazelbuild/bazel,bazel,Correct reproducible and fast builds for everyone.,Java,4397,211223,Wed Jun 01 20:18:24 CEST 2016,true,504
iluwatar,/run/media/roy/Data/top1000/iluwatar-java-design-patterns,/run/media/roy/Data/top1000/iluwatar-java-design-patterns,https://github.com/iluwatar/java-design-patterns,java-design-patterns,Design patterns implemented in Java,Java,11700,13931,Tue May 31 22:26:44 CEST 2016,true,3938
kairosdb,/run/media/roy/Data/top1000/kairosdb-kairosdb,/run/media/roy/Data/top1000/kairosdb-kairosdb,https://github.com/kairosdb/kairosdb,kairosdb,Fast scalable time series database,Java,836,44465,Wed Jun 01 17:36:43 CEST 2016,true,177
Yalantis,/run/media/roy/Data/top1000/Yalantis-Context-Menu.Android,/run/media/roy/Data/top1000/Yalantis-Context-Menu.Android,https://github.com/Yalantis/Context-Menu.Android,Context-Menu.Android,You can easily add awesome animated context menu to your app.,Java,2280,3470,Wed May 25 09:05:20 CEST 2016,true,729
DroidPluginTeam,/run/media/roy/Data/top1000/DroidPluginTeam-DroidPlugin,/run/media/roy/Data/top1000/DroidPluginTeam-DroidPlugin,https://github.com/DroidPluginTeam/DroidPlugin,DroidPlugin,A plugin framework on androidRun any third-party apk without installation modification or repackage,Java,3436,2621,Tue May 17 11:45:59 CEST 2016,true,1466
ginatrapani,/run/media/roy/Data/top1000/ginatrapani-todo.txt-android,/run/media/roy/Data/top1000/ginatrapani-todo.txt-android,https://github.com/ginatrapani/todo.txt-android,todo.txt-android,Official Todo.txt Android app for managing your todo.txt file stored in Dropbox.,Java,1014,14237,Tue Feb 18 19:45:19 CET 2014,true,417
grails,/run/media/roy/Data/top1000/grails-grails-core,/run/media/roy/Data/top1000/grails-grails-core,https://github.com/grails/grails-core,grails-core,The Grails Web Application Framework,Java,1804,348434,Tue May 31 18:29:48 CEST 2016,true,807
drakeet,/run/media/roy/Data/top1000/drakeet-Meizhi,/run/media/roy/Data/top1000/drakeet-Meizhi,https://github.com/drakeet/Meizhi,Meizhi,gank.io unofficial client RxJava & Retrofit,Java,1922,10049,Sun May 01 10:39:34 CEST 2016,true,588
Yalantis,/run/media/roy/Data/top1000/Yalantis-FlipViewPager.Draco,/run/media/roy/Data/top1000/Yalantis-FlipViewPager.Draco,https://github.com/Yalantis/FlipViewPager.Draco,FlipViewPager.Draco,This project aims to provide a working page flip implementation for usage in ListView.,Java,1469,1257,Thu Mar 10 10:36:02 CET 2016,true,291
ozodrukh,/run/media/roy/Data/top1000/ozodrukh-CircularReveal,/run/media/roy/Data/top1000/ozodrukh-CircularReveal,https://github.com/ozodrukh/CircularReveal,CircularReveal,Lollipop ViewAnimationUtils.createCircularReveal for everyone 2.3+,Java,1441,1350,Thu Jun 02 08:44:15 CEST 2016,true,291
linkedin,/run/media/roy/Data/top1000/linkedin-rest.li,/run/media/roy/Data/top1000/linkedin-rest.li,https://github.com/linkedin/rest.li,rest.li,Rest.li is a REST+JSON framework for building robust scalable service architectures using dynamic discovery and simple asynchronous APIs.,Java,1295,13268,Tue May 31 20:58:09 CEST 2016,true,245
evernote,/run/media/roy/Data/top1000/evernote-android-job,/run/media/roy/Data/top1000/evernote-android-job,https://github.com/evernote/android-job,android-job,Android library to handle jobs in the background.,Java,1038,438,Tue May 31 12:50:34 CEST 2016,true,74
bluejamesbond,/run/media/roy/Data/top1000/bluejamesbond-TextJustify-Android,/run/media/roy/Data/top1000/bluejamesbond-TextJustify-Android,https://github.com/bluejamesbond/TextJustify-Android,TextJustify-Android,:page_facing_up: Android Text Full Jusiftication / Wrapping / Justify / Hyphenate - V2.0,Java,1143,4316,Sun May 08 02:57:16 CEST 2016,true,287
dreamhead,/run/media/roy/Data/top1000/dreamhead-moco,/run/media/roy/Data/top1000/dreamhead-moco,https://github.com/dreamhead/moco,moco,Easy Setup Stub Server,Java,1278,4018,Wed Jun 01 16:09:49 CEST 2016,true,367
H07000223,/run/media/roy/Data/top1000/H07000223-FlycoDialog_Master,/run/media/roy/Data/top1000/H07000223-FlycoDialog_Master,https://github.com/H07000223/FlycoDialog_Master,FlycoDialog_Master,An Android Dialog Lib simplify customization.,Java,786,11102,Sat May 21 12:09:12 CEST 2016,true,255
AigeStudio,/run/media/roy/Data/top1000/AigeStudio-MultiThreadDownloader,/run/media/roy/Data/top1000/AigeStudio-MultiThreadDownloader,https://github.com/AigeStudio/MultiThreadDownloader,MultiThreadDownloader,Light weight and simple Multi-Thread Downloader for Android,Java,728,3746,Wed Mar 02 10:18:35 CET 2016,true,225
kikoso,/run/media/roy/Data/top1000/kikoso-Swipeable-Cards,/run/media/roy/Data/top1000/kikoso-Swipeable-Cards,https://github.com/kikoso/Swipeable-Cards,Swipeable-Cards,A native library providing a Tinder-like cards effect. A card can be constructed using an image and displayed with animation effects dismiss-to-like and dismiss-to-unlike and use different sorting mechanisms.,Java,1191,1590,Tue Mar 08 06:40:09 CET 2016,true,356
zcweng,/run/media/roy/Data/top1000/zcweng-ToggleButton,/run/media/roy/Data/top1000/zcweng-ToggleButton,https://github.com/zcweng/ToggleButton,ToggleButton,ToggleButton Widget For Android Dev,Java,1277,955,Mon Feb 22 07:39:58 CET 2016,true,568
petrnohejl,/run/media/roy/Data/top1000/petrnohejl-Android-Templates-And-Utilities,/run/media/roy/Data/top1000/petrnohejl-Android-Templates-And-Utilities,https://github.com/petrnohejl/Android-Templates-And-Utilities,Android-Templates-And-Utilities,Collection of source codes utilities templates and snippets for Android development.,Java,779,6984,Wed Apr 20 01:41:30 CEST 2016,true,275
ReactiveX,/run/media/roy/Data/top1000/ReactiveX-RxAndroid,/run/media/roy/Data/top1000/ReactiveX-RxAndroid,https://github.com/ReactiveX/RxAndroid,RxAndroid,RxJava bindings for Android,Java,7155,1281,Wed May 11 15:05:58 CEST 2016,true,1212
LMAX-Exchange,/run/media/roy/Data/top1000/LMAX-Exchange-disruptor,/run/media/roy/Data/top1000/LMAX-Exchange-disruptor,https://github.com/LMAX-Exchange/disruptor,disruptor,High Performance Inter-Thread Messaging Library,Java,4352,8214,Wed May 11 07:01:26 CEST 2016,true,1175
amlcurran,/run/media/roy/Data/top1000/amlcurran-ShowcaseView,/run/media/roy/Data/top1000/amlcurran-ShowcaseView,https://github.com/amlcurran/ShowcaseView,ShowcaseView,Highlight the best bits of your app to users quickly simply and cool...ly,Java,3823,20284,Mon May 30 10:24:32 CEST 2016,true,1086
eirslett,/run/media/roy/Data/top1000/eirslett-frontend-maven-plugin,/run/media/roy/Data/top1000/eirslett-frontend-maven-plugin,https://github.com/eirslett/frontend-maven-plugin,frontend-maven-plugin,"Maven-node-grunt-gulp-npm-node-plugin to end all maven-node-grunt-gulp-npm-plugins." A Maven plugin that downloads/installs Node and NPM locally runs NPM install Grunt Gulp and/or Karma.,Java,1125,940,Mon May 30 08:07:23 CEST 2016,true,291
AnderWeb,/run/media/roy/Data/top1000/AnderWeb-discreteSeekBar,/run/media/roy/Data/top1000/AnderWeb-discreteSeekBar,https://github.com/AnderWeb/discreteSeekBar,discreteSeekBar,,Java,1341,281,Mon Feb 01 10:21:57 CET 2016,true,284
hongyangAndroid,/run/media/roy/Data/top1000/hongyangAndroid-AndroidAutoLayout,/run/media/roy/Data/top1000/hongyangAndroid-AndroidAutoLayout,https://github.com/hongyangAndroid/AndroidAutoLayout,AndroidAutoLayout,Android屏幕适配方案，直接填写设计图上的像素尺寸即可完成适配，最大限度解决适配问题。,Java,2549,7467,Tue May 17 08:46:58 CEST 2016,true,879
traex,/run/media/roy/Data/top1000/traex-ExpandableLayout,/run/media/roy/Data/top1000/traex-ExpandableLayout,https://github.com/traex/ExpandableLayout,ExpandableLayout,Implementation of ExpandableListview with custom header and custom content.,Java,926,723,Wed Mar 09 10:35:14 CET 2016,true,261
alexvasilkov,/run/media/roy/Data/top1000/alexvasilkov-GestureViews,/run/media/roy/Data/top1000/alexvasilkov-GestureViews,https://github.com/alexvasilkov/GestureViews,GestureViews,ImageView and FrameLayout with gestures control and position animation,Java,822,17012,Sun Apr 10 18:53:09 CEST 2016,true,148
drakeet,/run/media/roy/Data/top1000/drakeet-MaterialDialog,/run/media/roy/Data/top1000/drakeet-MaterialDialog,https://github.com/drakeet/MaterialDialog,MaterialDialog,（Deprecated）An Android dialog library has strong extensibility customizability and for conveniently building Material Design Dialog in Android version 2.2 ~ L. ,Java,1470,8557,Sun Apr 17 05:58:17 CEST 2016,true,387
hehonghui,/run/media/roy/Data/top1000/hehonghui-AndroidEventBus,/run/media/roy/Data/top1000/hehonghui-AndroidEventBus,https://github.com/hehonghui/AndroidEventBus,AndroidEventBus,A lightweight eventbus library for android simplifies communication between Activities Fragments Threads Services etc.,Java,891,1421,Mon May 23 03:58:29 CEST 2016,true,305
mmin18,/run/media/roy/Data/top1000/mmin18-FlexLayout,/run/media/roy/Data/top1000/mmin18-FlexLayout,https://github.com/mmin18/FlexLayout,FlexLayout,A powerful Android layout view that use java expression in layout params to describe relative positions.,Java,1194,473,Sat May 14 14:24:56 CEST 2016,true,100
katzer,/run/media/roy/Data/top1000/katzer-cordova-plugin-local-notifications,/run/media/roy/Data/top1000/katzer-cordova-plugin-local-notifications,https://github.com/katzer/cordova-plugin-local-notifications,cordova-plugin-local-notifications,Cordova Local-Notification Plugin,Java,1195,22451,Thu May 05 14:29:33 CEST 2016,true,753
pcpratts,/run/media/roy/Data/top1000/pcpratts-rootbeer1,/run/media/roy/Data/top1000/pcpratts-rootbeer1,https://github.com/pcpratts/rootbeer1,rootbeer1,Rootbeer GPU Compiler - Java GPU Programming,Java,1018,127959,Wed May 25 01:13:54 CEST 2016,true,112
android10,/run/media/roy/Data/top1000/android10-Android-CleanArchitecture,/run/media/roy/Data/top1000/android10-Android-CleanArchitecture,https://github.com/android10/Android-CleanArchitecture,Android-CleanArchitecture,This is a sample app that is part of a series of blog posts I have written about how to architect an android application using Uncle Bob's clean architecture approach.,Java,4974,5352,Sun May 22 12:42:30 CEST 2016,true,1299
rengwuxian,/run/media/roy/Data/top1000/rengwuxian-MaterialEditText,/run/media/roy/Data/top1000/rengwuxian-MaterialEditText,https://github.com/rengwuxian/MaterialEditText,MaterialEditText,EditText in Material Design,Java,3075,1260,Mon Apr 25 08:28:24 CEST 2016,true,634
sd6352051,/run/media/roy/Data/top1000/sd6352051-NiftyDialogEffects,/run/media/roy/Data/top1000/sd6352051-NiftyDialogEffects,https://github.com/sd6352051/NiftyDialogEffects,NiftyDialogEffects,Nifty Modal Dialog Effects,Java,1623,313,Tue May 31 07:49:32 CEST 2016,false,599
keyboardsurfer,/run/media/roy/Data/top1000/keyboardsurfer-Crouton,/run/media/roy/Data/top1000/keyboardsurfer-Crouton,https://github.com/keyboardsurfer/Crouton,Crouton,Context sensitive notifications for Android  ,Java,2851,3934,Mon Sep 28 17:29:58 CEST 2015,true,756
stleary,/run/media/roy/Data/top1000/stleary-JSON-java,/run/media/roy/Data/top1000/stleary-JSON-java,https://github.com/stleary/JSON-java,JSON-java,A reference implementation of a JSON package in Java.,Java,2007,1284,Sat May 21 04:10:17 CEST 2016,true,1830
http-kit,/run/media/roy/Data/top1000/http-kit-http-kit,/run/media/roy/Data/top1000/http-kit-http-kit,https://github.com/http-kit/http-kit,http-kit,http-kit is a minimalist event-driven high-performance Clojure HTTP server/client library with WebSocket and asynchronous support,Java,1437,1710,Thu May 19 17:11:20 CEST 2016,true,201
matrixxun,/run/media/roy/Data/top1000/matrixxun-ProductTour,/run/media/roy/Data/top1000/matrixxun-ProductTour,https://github.com/matrixxun/ProductTour,ProductTour,ProductTour is android sample project implementing a parallax effect welcome page using ViewPager and PageTransformer similar to the one found in Google's app like Sheet Drive Docs...,Java,1385,33462,Thu Nov 26 08:29:41 CET 2015,true,236
kikoso,/run/media/roy/Data/top1000/kikoso-android-stackblur,/run/media/roy/Data/top1000/kikoso-android-stackblur,https://github.com/kikoso/android-stackblur,android-stackblur,Android StackBlur is a library that can perform a blurry effect on a Bitmap based on a gradient or radius and return the result. The library is based on the code of Mario Klingemann.,Java,2084,7195,Sat Apr 30 13:18:24 CEST 2016,true,561
Graylog2,/run/media/roy/Data/top1000/Graylog2-graylog2-server,/run/media/roy/Data/top1000/Graylog2-graylog2-server,https://github.com/Graylog2/graylog2-server,graylog2-server,Free and open source log management,Java,1868,67001,Wed Jun 01 18:34:32 CEST 2016,true,292
pedrovgs,/run/media/roy/Data/top1000/pedrovgs-EffectiveAndroidUI,/run/media/roy/Data/top1000/pedrovgs-EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,EffectiveAndroidUI,Sample project created to show some of the best Android practices to work in the Android UI Layer. The UI layer of this project has been implemented using MVP or MVVM (without binding engine) to show how this patterns works. This project is used during the talk "EffectiveAndroidUI".,Java,3607,1027,Mon May 16 05:24:59 CEST 2016,true,805
elastic,/run/media/roy/Data/top1000/elastic-elasticsearch,/run/media/roy/Data/top1000/elastic-elasticsearch,https://github.com/elastic/elasticsearch,elasticsearch,Open Source Distributed RESTful Search Engine,Java,16773,321408,Thu Jun 02 10:18:22 CEST 2016,true,5665
deano2390,/run/media/roy/Data/top1000/deano2390-MaterialShowcaseView,/run/media/roy/Data/top1000/deano2390-MaterialShowcaseView,https://github.com/deano2390/MaterialShowcaseView,MaterialShowcaseView,A Material Design themed ShowcaseView for Android,Java,1297,220,Mon May 16 12:52:03 CEST 2016,true,220
square,/run/media/roy/Data/top1000/square-picasso,/run/media/roy/Data/top1000/square-picasso,https://github.com/square/picasso,picasso,A powerful image downloading and caching library for Android,Java,10125,13489,Tue May 24 17:42:27 CEST 2016,true,2847
johnkil,/run/media/roy/Data/top1000/johnkil-Android-AppMsg,/run/media/roy/Data/top1000/johnkil-Android-AppMsg,https://github.com/johnkil/Android-AppMsg,Android-AppMsg,In-layout notifications. Based on Toast notifications and article by Cyril Mottier (http://android.cyrilmottier.com/?p=773).,Java,1200,960,Thu Oct 15 06:36:07 CEST 2015,true,403
Meetic,/run/media/roy/Data/top1000/Meetic-Shuffle,/run/media/roy/Data/top1000/Meetic-Shuffle,https://github.com/Meetic/Shuffle,Shuffle,An easy to use swiping-view for Android,Java,742,10689,Thu May 26 16:10:15 CEST 2016,true,69
square,/run/media/roy/Data/top1000/square-leakcanary,/run/media/roy/Data/top1000/square-leakcanary,https://github.com/square/leakcanary,leakcanary,A memory leak detection library for Android and Java.,Java,9218,14921,Wed May 18 05:22:56 CEST 2016,true,1546
JakeWharton,/run/media/roy/Data/top1000/JakeWharton-ViewPagerIndicator,/run/media/roy/Data/top1000/JakeWharton-ViewPagerIndicator,https://github.com/JakeWharton/ViewPagerIndicator,ViewPagerIndicator,Paging indicator widgets compatible with the ViewPager from the Android Support Library and ActionBarSherlock.,Java,7539,8657,Mon Apr 04 05:23:27 CEST 2016,true,3971
jOOQ,/run/media/roy/Data/top1000/jOOQ-jOOQ,/run/media/roy/Data/top1000/jOOQ-jOOQ,https://github.com/jOOQ/jOOQ,jOOQ,jOOQ is an innovative solution for a better integration of Java applications with popular databases like Oracle Microsoft SQL Server IBM DB2 or SAP Sybase. When using jOOQ our customers benefit from a significant added value and ROI as their software developers can express database queries in a much simpler and faster way. From our experience this leads to a 10% - 20% decrease of programming effort which again leads to higher quality and to a lower error rate in program code and thus in the entire application.,Java,1227,246779,Wed Jun 01 20:40:47 CEST 2016,true,297
ben-manes,/run/media/roy/Data/top1000/ben-manes-caffeine,/run/media/roy/Data/top1000/ben-manes-caffeine,https://github.com/ben-manes/caffeine,caffeine,A high performance caching library for Java 8,Java,1374,8445,Tue May 31 02:23:08 CEST 2016,true,86
JakeWharton,/run/media/roy/Data/top1000/JakeWharton-DiskLruCache,/run/media/roy/Data/top1000/JakeWharton-DiskLruCache,https://github.com/JakeWharton/DiskLruCache,DiskLruCache,Java implementation of a Disk-based LRU cache which specifically targets Android compatibility.,Java,2648,416,Wed Jun 01 16:27:40 CEST 2016,true,734
mikepenz,/run/media/roy/Data/top1000/mikepenz-AboutLibraries,/run/media/roy/Data/top1000/mikepenz-AboutLibraries,https://github.com/mikepenz/AboutLibraries,AboutLibraries,AboutLibraries is a library to offer some information of libraries.,Java,1359,6946,Tue May 31 20:51:11 CEST 2016,true,156
soarcn,/run/media/roy/Data/top1000/soarcn-BottomSheet,/run/media/roy/Data/top1000/soarcn-BottomSheet,https://github.com/soarcn/BottomSheet,BottomSheet,One way to present a set of actions to a user is with bottom sheets a sheet of paper that slides up from the bottom edge of the screen. Bottom sheets offer flexibility in the display of clear and simple actions that do not need explanation.,Java,1450,997,Mon May 23 11:26:47 CEST 2016,true,319
brave,/run/media/roy/Data/top1000/brave-browser-android,/run/media/roy/Data/top1000/brave-browser-android,https://github.com/brave/browser-android,browser-android,Brave Android Browser,Java,906,58516,Wed Jun 01 21:41:04 CEST 2016,true,135
nathanmarz,/run/media/roy/Data/top1000/nathanmarz-storm-starter,/run/media/roy/Data/top1000/nathanmarz-storm-starter,https://github.com/nathanmarz/storm-starter,storm-starter,Learn to use Storm!,Java,855,543,Thu Mar 10 00:17:37 CET 2016,false,760
hazelcast,/run/media/roy/Data/top1000/hazelcast-hazelcast,/run/media/roy/Data/top1000/hazelcast-hazelcast,https://github.com/hazelcast/hazelcast,hazelcast,Open Source In-Memory Data Grid,Java,1589,127700,Thu Jun 02 09:15:15 CEST 2016,true,750
alibaba,/run/media/roy/Data/top1000/alibaba-fastjson,/run/media/roy/Data/top1000/alibaba-fastjson,https://github.com/alibaba/fastjson,fastjson,:bullettrain_side: A fast JSON parser/generator for Java,Java,5313,10321,Thu Jun 02 02:53:54 CEST 2016,true,2108
iPaulPro,/run/media/roy/Data/top1000/iPaulPro-aFileChooser,/run/media/roy/Data/top1000/iPaulPro-aFileChooser,https://github.com/iPaulPro/aFileChooser,aFileChooser,Android library that provides a file explorer to let users select files on external storage.,Java,1201,5386,Fri Mar 11 13:17:46 CET 2016,true,528
ACRA,/run/media/roy/Data/top1000/ACRA-acra,/run/media/roy/Data/top1000/ACRA-acra,https://github.com/ACRA/acra,acra,Application Crash Reports for Android,Java,2933,3130,Mon May 30 16:52:22 CEST 2016,true,790
facebook,/run/media/roy/Data/top1000/facebook-react-native,/run/media/roy/Data/top1000/facebook-react-native,https://github.com/facebook/react-native,react-native,A framework for building native apps with React.,Java,32996,106579,Thu Jun 02 10:39:59 CEST 2016,true,6766
square,/run/media/roy/Data/top1000/square-assertj-android,/run/media/roy/Data/top1000/square-assertj-android,https://github.com/square/assertj-android,assertj-android,A set of AssertJ helpers geared toward testing Android.,Java,1296,3429,Mon Apr 04 18:35:23 CEST 2016,true,144
yusuke,/run/media/roy/Data/top1000/yusuke-twitter4j,/run/media/roy/Data/top1000/yusuke-twitter4j,https://github.com/yusuke/twitter4j,twitter4j,Twitter4J is an open-sourced mavenized and Google App Engine safe Java library for the Twitter API which is released under the Apache License 2.0.,Java,1786,13814,Wed May 11 21:07:45 CEST 2016,false,860
TheFinestArtist,/run/media/roy/Data/top1000/TheFinestArtist-FinestWebView-Android,/run/media/roy/Data/top1000/TheFinestArtist-FinestWebView-Android,https://github.com/TheFinestArtist/FinestWebView-Android,FinestWebView-Android,Beautiful and customizable Android Activity that shows web pages within an app.,Java,952,63966,Wed Jun 01 06:25:12 CEST 2016,true,208
airbnb,/run/media/roy/Data/top1000/airbnb-airpal,/run/media/roy/Data/top1000/airbnb-airpal,https://github.com/airbnb/airpal,airpal,Web UI for PrestoDB.,Java,1673,10123,Thu May 19 18:48:55 CEST 2016,true,241
HannahMitt,/run/media/roy/Data/top1000/HannahMitt-HomeMirror,/run/media/roy/Data/top1000/HannahMitt-HomeMirror,https://github.com/HannahMitt/HomeMirror,HomeMirror,Android application powering the mirror in my house,Java,7119,5989,Fri May 20 20:54:57 CEST 2016,true,579
ProjectSeptemberInc,/run/media/roy/Data/top1000/ProjectSeptemberInc-gl-react-native,/run/media/roy/Data/top1000/ProjectSeptemberInc-gl-react-native,https://github.com/ProjectSeptemberInc/gl-react-native,gl-react-native,OpenGL bindings for React Native to implement complex effects over images and components in the descriptive VDOM paradigm,Java,748,65817,Fri May 20 21:19:29 CEST 2016,true,51
antlr,/run/media/roy/Data/top1000/antlr-antlr4,/run/media/roy/Data/top1000/antlr-antlr4,https://github.com/antlr/antlr4,antlr4,ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading processing executing or translating structured text or binary files.,Java,1440,34803,Fri May 20 22:05:10 CEST 2016,true,415
moduth,/run/media/roy/Data/top1000/moduth-blockcanary,/run/media/roy/Data/top1000/moduth-blockcanary,https://github.com/moduth/blockcanary,blockcanary,A transparent ui-block detection library for Android.,Java,1425,714,Fri Apr 22 11:33:35 CEST 2016,true,228
wequick,/run/media/roy/Data/top1000/wequick-Small,/run/media/roy/Data/top1000/wequick-Small,https://github.com/wequick/Small,Small,A small framework to split app into small parts,Java,1471,4528,Thu Jun 02 10:47:43 CEST 2016,true,341
orientechnologies,/run/media/roy/Data/top1000/orientechnologies-orientdb,/run/media/roy/Data/top1000/orientechnologies-orientdb,https://github.com/orientechnologies/orientdb,orientdb,OrientDB is the first Multi-Model DBMS with Document & Graph engine. OrientDB can run distributed (Multi-Master) supports SQL ACID Transactions Full-Text indexing Reactive Queries and has a small memory footprint. OrientDB is licensed with Apache 2 license and the development is driven by OrientDB LTD and a worldwide Open Source community.,Java,2434,206427,Thu Jun 02 09:11:08 CEST 2016,true,547
